name_en,name_jp
cold tooth,冷たい歯
cool art,クールアート
cool band,クールバンド
cool bar,クールバー
cool base,クールベース
cool block,クールブロック
cool boat,クールボート
cool bonus,クールなボーナス
cool bread,かっこいいパン
cool breeze,涼しい
cool brook,クールな小川
cool bird,かっこいい鳥
cool cake,クールケーキ
cool butterfly,かっこいい蝶
cool cell,クールセル
cool bush,クールブッシュ
cool cherry,クールチェリー
cool credit,クールクレジット
cool darkness,クールな闇
cool dawn,クールな夜明け
cool cloud,クールな雲
cool dew,かっこいい露
cool disk,クールディスク
cool dream,クールな夢
cool dust,クールダスト
cool feather,クールな羽
cool field,クールフィールド
cool fire,冷たく輝く
cool firefly,クールホタル
cool flower,かっこいい花
cool fog,クールな霧
cool forest,涼しい森
cool frog,カエル
cool frost,冷たい霜
cool glade,クールな空き地
cool glitter,クールな輝き
cool grass,クールな草
cool hall,クールホール
cool hat,クールな帽子
cool haze,クールヘイズ
cool heart,クールな心
cool hill,クールな丘
cool king,クールキング
cool lab,クールラボ
cool lake,涼しい湖
cool leaf,かっこいい葉
cool limit,クールリミット
cool math,クールな数学
cool meadow,クールな牧草地
cool mode,クールモード
cool moon,クールムーン
cool morning,涼しい朝
cool mountain,クールマウンテン
cool mouse,クールマウス
cool mud,クールな泥
cool night,涼しい夜
cool paper,クールな紙
cool pine,クールパイン
cool poetry,かっこいい詩
cool pond,クールな池
cool queen,クールな女王
cool rain,涼しい雨
cool recipe,クールレシピ
cool resonance,クールレゾナンス
cool rice,冷たいご飯
cool river,涼しい川
cool salad,クールサラダ
cool scene,クールなシーン
cool sea,冷たい海
cool shadow,クールな影
cool shape,かっこいい
cool silence,クールな沈黙
cool sky,涼しい空
cool smoke,クールスモーク
cool snow,涼しい雪
cool snowflake,クールなスノーフレーク
cool sound,クールな音
cool star,クールスター
cool sun,涼しい太陽
cool sun,涼しい太陽
cool sunset,クールな夕日
cool surf,クールなサーフ
cool term,クールターム
cool thunder,クールな雷
cool tooth,クールな歯
cool tree,クールな木
cool truth,クールな真実
cool union,クールユニオン
cool unit,クールユニット
cool violet,クールバイオレット
cool voice,かっこいい声
cool water,冷たい水
cool waterfall,クールな滝
cool wave,クールウェーブ
cool wildflower,かっこいいワイルドフラワー
cool wind,冷たい風
cool wood,クールウッド
crimson art,クリムゾンアート
crimson band,クリムゾンバンド
crimson base,クリムゾンベース
crimson block,クリムゾンブロック
crimson boat,クリムゾンボート
crimson bonus,深紅のボーナス
crimson breeze,深紅のそよ風
crimson brook,深紅の小川
crimson bird,深紅の鳥
crimson butterfly,深紅色の蝶
crimson cake,クリムゾンケーキ
crimson bush,クリムゾンブッシュ
crimson cherry,クリムゾンチェリー
crimson cloud,深紅の雲
crimson credit,クリムゾンクレジット
crimson darkness,深紅色の闇
crimson dawn,深紅色の夜明け
crimson dew,深紅の露
crimson disk,クリムゾンディスク
crimson dream,深紅の夢
crimson dust,クリムゾンダスト
crimson feather,深紅の羽
crimson field,クリムゾンフィールド
crimson fire,深紅色の火
crimson firefly,深紅色のホタル
crimson flower,深紅色の花
crimson fog,深紅の霧
crimson forest,深紅の森
crimson frog,深紅のカエル
crimson frost,深紅の霜
crimson glade,深紅色の空き地
crimson glitter,クリムゾングリッター
crimson grass,クリムゾングラス
crimson hall,クリムゾンホール
crimson hat,深紅色の帽子
crimson haze,深紅色のもや
crimson heart,深紅色の心
crimson hill,深紅の丘
crimson king,深紅の王
crimson lab,深紅色の実験室
crimson lake,クリムゾンレイク
crimson leaf,深紅色の葉
crimson limit,深紅色の制限
crimson math,深紅色の数学
crimson meadow,深紅色の牧草地
crimson mode,深紅色モード
crimson moon,深紅色の月
crimson morning,深紅色の朝
crimson bar,クリムゾンバー
crimson mountain,深紅の山
crimson mud,深紅の泥
crimson night,深紅色の夜
crimson paper,クリムゾン紙
crimson pine,深紅の松
crimson poetry,深紅の詩
crimson pond,深紅の池
crimson queen,深紅の女王
crimson rain,深紅の雨
crimson recipe,深紅のレシピ
crimson resonance,深紅色の共鳴
crimson rice,クリムゾンライス
crimson river,深紅の川
crimson salad,深紅のサラダ
crimson scene,深紅色のシーン
crimson sea,深紅色の海
crimson shadow,深紅色の影
crimson shape,深紅の形
crimson silence,深紅の沈黙
crimson sky,深紅色の空
crimson smoke,深紅の煙
crimson snow,深紅の雪
crimson snowflake,クリムゾンスノーフレーク
crimson sound,深紅色の音
crimson star,クリムゾンスター
crimson sun,深紅色の太陽
crimson sun,深紅色の太陽
crimson sunset,深紅色の夕日
crimson surf,クリムゾンサーフ
crimson term,深紅の用語
crimson thunder,深紅の雷
crimson tooth,深紅色の歯
crimson tree,深紅の木
crimson truth,真紅の真実
crimson union,深紅色の連合
crimson unit,深紅色ユニット
crimson violet,クリムゾンバイオレット
crimson voice,深紅の声
crimson water,深紅の水
crimson waterfall,深紅の滝
crimson wave,深紅の波
crimson wildflower,深紅の野草
crimson wind,深紅色の風
crimson wood,クリムゾンウッド
crimson mouse,クリムゾンマウス
crimson bread,深紅のパン
crimson cell,クリムゾンセル
curly art,カーリーアート
curly band,カーリーバンド
curly block,カーリーブロック
curly boat,カーリーボート
curly bonus,カーリーボーナス
curly bread,巻き毛のパン
curly breeze,巻き毛
curly brook,カーリーブルック
curly bush,カーリーブッシュ
curly butterfly,カーリーバタフライ
curly cake,カーリーケーキ
curly cell,カーリーセル
curly cherry,カーリーチェリー
curly cloud,巻き毛の雲
curly credit,カーリークレジット
curly darkness,カーリーダークネス
curly dawn,カーリードーン
curly dew,中露
curly disk,カーリーディスク
curly dream,カーリードリーム
curly dust,カーリーダスト
curly feather,巻き毛の羽
curly field,カーリーフィールド
curly fire,中火
curly firefly,カーリーホタル
curly flower,カーリーフラワー
curly fog,カーリーフォグ
curly forest,カーリーフォレスト
curly frog,カーリーカエル
curly frost,カーリーフロスト
curly glade,カーリーグレイド
curly glitter,カーリーグリッター
curly grass,カーリーグラス
curly hall,カーリーホール
curly hat,カーリーハット
curly haze,カーリーヘイズ
curly heart,カーリーハート
curly hill,カーリーヒル
curly king,カーリーキング
curly lab,カーリーラボ
curly lake,カーリーレイク
curly leaf,カーリーリーフ
curly limit,カーリーリミット
curly math,巻き毛の数学
curly meadow,巻き毛の牧草地
curly mode,カーリーモード
curly moon,カーリームーン
curly morning,巻き毛の朝
curly mountain,カーリーマウンテン
curly mouse,カーリーマウス
curly mud,巻き泥
curly night,カーリーナイト
curly paper,巻き紙
curly pine,カーリーパイン
curly poetry,巻き詩
curly pond,巻き池
curly queen,カーリークイーン
curly rain,巻き雨
curly recipe,カーリーレシピ
curly resonance,カーリーレゾナンス
curly rice,カーリーライス
curly river,カーリーリバー
curly salad,カーリーサラダ
curly scene,巻き毛のシーン
curly sea,巻き毛の海
curly shadow,カーリーシャドウ
curly shape,カーリーシェイプ
curly silence,巻き毛の沈黙
curly sky,カーリースカイ
curly smoke,巻き毛の煙
curly snow,カーリースノー
curly snowflake,カーリースノーフレーク
curly sound,巻き毛の音
curly star,カーリースター
curly sun,巻き毛の太陽
curly sun,巻き毛の太陽
curly sunset,巻き毛の夕日
curly surf,カーリーサーフ
curly term,中期
curly thunder,巻き雷
curly tooth,巻き歯
curly tree,カーリーツリー
curly truth,中実
curly union,カーリーユニオン
curly unit,カーリーユニット
curly violet,カーリーバイオレット
curly voice,巻き毛
curly water,カーリーウォーター
curly waterfall,巻き滝
curly wave,巻き波
curly wildflower,カーリーワイルドフラワー
curly wind,巻き毛
curly wood,カーリーウッド
curly base,カーリーベース
curly bird,巻き毛の鳥
curly bar,カーリーバー
damp art,湿ったアート
damp band,湿ったバンド
damp base,湿ったベース
damp bar,湿ったバー
damp bird,湿った鳥
damp bonus,湿ったボーナス
damp bread,湿ったパン
damp block,湿ったブロック
damp boat,湿った船
damp butterfly,湿った蝶
damp cake,湿ったケーキ
damp cell,湿った細胞
damp cherry,湿ったチェリー
damp cloud,湿った雲
damp credit,湿ったクレジット
damp darkness,湿った闇
damp dawn,湿った夜明け
damp dew,湿った露
damp disk,湿ったディスク
damp dream,湿った夢
damp dust,湿ったほこり
damp feather,湿った羽
damp field,湿った野原
damp fire,湿った火
damp firefly,湿ったホタル
damp flower,湿った花
damp fog,湿った霧
damp forest,湿った森
damp frog,湿ったカエル
damp frost,湿った霜
damp glade,湿った空き地
damp glitter,湿ったキラキラ
damp grass,湿った草
damp hall,湿ったホール
damp hat,湿った帽子
damp haze,湿った霞
damp heart,湿った心
damp hill,湿った丘
damp king,湿った王
damp lab,湿ったラボ
damp lake,湿った湖
damp leaf,湿った葉
damp limit,湿気制限
damp math,湿った数学
damp meadow,湿った牧草地
damp mode,湿気モード
damp moon,湿った月
damp morning,湿った朝
damp mountain,湿った山
damp mouse,湿ったマウス
damp mud,湿った泥
damp night,湿った夜
damp paper,湿った紙
damp pine,湿った松
damp poetry,湿った詩
damp pond,湿った池
damp queen,湿った女王
damp rain,湿った雨
damp recipe,湿ったレシピ
damp resonance,湿った共鳴
damp rice,湿ったご飯
damp river,湿った川
damp salad,湿ったサラダ
damp scene,湿ったシーン
damp sea,湿った海
damp shadow,湿った影
damp shape,湿った形
damp silence,沈黙
damp sky,湿った空
damp smoke,湿った煙
damp snow,湿った雪
damp snowflake,湿ったスノーフレーク
damp sound,湿った音
damp star,湿った星
damp sun,湿った太陽
damp sun,湿った太陽
damp sunset,湿った夕日
damp surf,湿った波
damp term,湿った期間
damp thunder,湿った雷
damp tooth,湿った歯
damp tree,湿った木
damp truth,湿った真実
damp union,湿った組合
damp unit,湿ったユニット
damp violet,湿った紫
damp voice,湿った声
damp water,湿った水
damp waterfall,湿った滝
damp wave,湿った波
damp wildflower,ワイルドフラワー
damp wind,湿った風
damp wood,湿った木
damp breeze,湿った風
damp brook,湿った小川
damp bush,湿ったブッシュ
dark art,ダークアート
dark band,ダークバンド
dark bar,ダークバー
dark base,ダークベース
dark bird,ダークバード
dark block,ダークブロック
dark boat,ダークボート
dark bonus,ダークボーナス
dark bread,濃いパン
dark breeze,暗い風
dark brook,ダークブルック
dark bush,ダークブッシュ
dark butterfly,ダークバタフライ
dark cake,ダークケーキ
dark cell,ダークセル
dark cherry,ダークチェリー
dark cloud,暗い雲
dark credit,ダーククレジット
dark darkness,暗い闇
dark dawn,暗い夜明け
dark dew,濃い露
dark dust,ダストダスト
dark disk,ダークディスク
dark dream,暗い夢
dark field,暗視野
dark feather,暗い羽
dark fire,暗火
dark firefly,暗いホタル
dark flower,暗い花
dark fog,濃霧
dark forest,暗い森
dark frog,暗いカエル
dark frost,暗い霜
dark glade,暗い空き地
dark grass,暗い草
dark hall,ダークホール
dark hat,ダークハット
dark haze,ダークヘイズ
dark heart,暗い心
dark hill,暗い丘
dark king,ダークキング
dark lab,ダークラボ
dark lake,暗い湖
dark leaf,暗い葉
dark limit,ダークリミット
dark math,暗い数学
dark glitter,ダークグリッター
dark morning,暗い朝
dark meadow,暗い牧草地
dark mountain,ダークマウンテン
dark mouse,ダークマウス
dark night,暗い夜
dark paper,濃い紙
